region,activitydate,irrigationhours,fertilizer_amount,observationdate,rainfall,temperature,rainfall_7d_avg,rainfall_irrigation_ratio,temp_irrigation_product,activity_intensity,weather_stress_index
 south,2023-01-01,25.983231829931384,74.13308609745395,,,,,,,0.19829932126788163,
 south,2023-01-02,52.531223367509895,185.94981845809383,,,,,,,0.42583011420358124,
 south,2023-01-03,21.367042333891384,200.610259128659,,,,,,,0.2595479545568491,
 south,2023-01-04,8.002536759620435,124.81888463211992,,,,,,,0.13153361348527315,
 south,2023-01-05,65.64658119678427,571.4726783266638,,,,,,,0.7664186590608237,
 south,2023-01-06,52.695587560516174,341.5401214615063,,,,,,,0.5342533815124672,
 south,2023-01-07,18.142071833051247,127.69465624882928,,,,,,,0.19091712280553919,
 south,2023-01-08,9.770472975411735,138.85109091252735,,,,,,,0.1512357914622721,
 south,2023-01-09,1.0884954247570482,185.9979657190225,,,,,,,0.1346622610397504,
 south,2023-01-10,32.34470602771184,203.46277459666385,,,,,,,0.3236597796080628,
 south,2023-01-11,19.165144216663037,126.65847081352831,,,,,,,0.19599254342830574,
 south,2023-01-12,18.31646546805592,149.55679350442557,,,,,,,0.20700823051519843,
 south,2023-01-13,21.54738556480166,306.84300189662986,,,,,,,0.3339619592375196,
 south,2023-01-14,39.38863116064627,353.03735343833443,,,,,,,0.4668699891218093,
 south,2023-01-15,20.27855368442258,215.00069311439506,,,,,,,0.2633282982098155,
 south,2023-01-16,45.559891952127074,422.5551932731146,,,,,,,0.549831427820691,
 south,2023-01-17,25.17275060620448,175.35012262055756,,,,,,,0.2636393732867476,
 south,2023-01-18,20.800728911663747,101.93881356602635,,,,,,,0.18817297609478173,
 south,2023-01-19,35.18189876920202,214.5097689579282,,,,,,,0.3473522859329917,
 south,2023-01-20,20.25324063295835,237.87140490558826,,,,,,,0.27898572418660883,
 south,2023-01-21,24.001298080349695,267.9169121268307,,,,,,,0.32095987400271964,
 south,2023-01-22,26.723647056663715,185.98433934308184,,,,,,,0.2797653843675004,
 south,2023-01-23,25.396330530228592,281.68042261649475,,,,,,,0.3383655267751037,
 south,2023-01-24,73.01604664996422,584.2972592445985,,,,,,,0.8169950202025378,
 south,2023-01-25,33.401227230528534,199.91313210293424,,,,,,,0.3271880684889773,
 south,2023-01-26,24.92477316696487,137.60370171336447,,,,,,,0.23615773729859652,
 south,2023-01-27,52.21725353660038,461.4127236436807,,,,,,,0.6143622067549375,
 south,2023-01-28,9.289026708393775,1.7046537239335136,,,,,,,0.05375995716465743,
 south,2023-01-29,37.57147757402126,362.6412742446107,,,,,,,0.463218725635505,
 south,2023-01-30,27.30678439375858,219.5256636965015,,,,,,,0.3062390752736234,
 south,2023-01-31,18.724537794175884,187.20443843783738,,,,,,,0.23532787187558452,
 south,2023-02-01,48.10535915339556,339.88897082315793,,,,,,,0.5071288086464245,
 south,2023-02-02,23.62470498010794,94.92276990361592,,,,,,,0.19931143493776154,
 south,2023-02-03,17.172518832051775,314.640854612072,,,,,,,0.3145845250480925,
 south,2023-02-04,27.558477963090034,380.4245713049077,,,,,,,0.4188242485644834,
 south,2023-02-05,14.783327150033884,230.24169422074198,,,,,,,0.2427511158324299,
 south,2023-02-06,36.351405615555244,144.35561029665453,,,,,,,0.3055050116280714,
 south,2023-02-07,32.495181798217544,137.71795552599326,,,,,,,0.2790903761808785,
 south,2023-02-08,7.317465329865267,150.57567760413488,,,,,,,0.14545026487125384,
 south,2023-02-09,17.49630737212712,129.45475686052094,,,,,,,0.188477655880299,
 south,2023-02-10,56.88553016197096,414.94618506666933,,,,,,,0.6086854622481561,
 south,2023-02-11,30.28007598258067,121.95054442332477,,,,,,,0.2556581086547126,
 south,2023-02-12,51.62582345302423,271.53099239769506,,,,,,,0.47983049480766454,
 south,2023-02-13,27.110148106145687,222.63206481839933,,,,,,,0.30727210199288846,
 south,2023-02-14,29.567506202245124,291.94449777418646,,,,,,,0.3690683949590351,
 south,2023-02-15,26.89878141264883,269.44797964367547,,,,,,,0.3384193869892794,
 south,2023-02-16,30.323649237925746,175.85524748030392,,,,,,,0.2931459679403762,
 south,2023-02-17,23.030261324879973,188.91581039974386,,,,,,,0.2608835572192067,
 south,2023-02-18,7.923632931705535,52.40852348047661,,,,,,,0.08106073343957992,
 south,2023-02-19,61.18369180632461,367.5773143878905,,,,,,,0.6002902179178603,
 south,2023-02-20,23.69291782211188,67.6715230995888,,,,,,,0.18087046588392408,
 south,2023-02-21,32.09267486583838,134.49170809900298,,,,,,,0.2745829896214269,
 south,2023-02-22,10.652647524222132,42.7490698161742,,,,,,,0.0898353894727025,
 south,2023-02-23,24.286390900389197,232.36912045855564,,,,,,,0.2980147507667612,
 south,2023-02-24,28.478540085340747,304.58209316748383,,,,,,,0.37163505018562315,
 south,2023-02-25,17.702588963022276,80.3548050953355,,,,,,,0.15572361046383096,
 south,2023-02-26,38.98203167128385,416.2788508563482,,,,,,,0.5082600839285223,
 south,2023-02-27,36.33991695097165,357.713454408003,,,,,,,0.45284275936191387,
 south,2023-02-28,29.359444933610057,194.38377959349526,,,,,,,0.300488738871538,
 south,2023-03-01,41.87728138300126,337.69711387401327,,,,,,,0.4703593268415871,
 south,2023-03-02,27.126857991281895,167.02639763736983,,,,,,,0.26895033956209957,
 south,2023-03-03,14.864964928088458,42.96673149138739,,,,,,,0.11383037072584237,
 south,2023-03-04,30.411448441081774,252.00395963853194,,,,,,,0.3462519208097523,
 south,2023-03-05,19.485724048441323,99.33777247382525,,,,,,,0.17893216253275718,
 south,2023-03-06,54.31256457909114,231.58688782071573,,,,,,,0.46744306209763853,
 south,2023-03-07,43.73415494635338,118.73788134553101,,,,,,,0.329597885378572,
 south,2023-03-08,42.04007598167257,153.39766435642383,,,,,,,0.34395368125948445,
 south,2023-03-09,23.839018559439193,250.54624597447227,,,,,,,0.3080403683413744,
 south,2023-03-10,8.656648423005194,143.66443658349016,,,,,,,0.14825618240834856,
 south,2023-03-11,41.43783376426243,381.5471979614376,,,,,,,0.4981665104709275,
 south,2023-03-12,10.547779812074063,40.96449887096751,,,,,,,0.08800885770883146,
 south,2023-03-13,23.332181710202043,112.51480814010006,,,,,,,0.2098093845133816,
 south,2023-03-14,29.39848293662756,197.5544041684186,,,,,,,0.30290021381964327,
 south,2023-03-15,26.990659477441064,422.3896260841914,,,,,,,0.4446024526710183,
 south,2023-03-16,36.08584166171847,190.13899072118954,,,,,,,0.33563215472533636,
 south,2023-03-17,31.928700568854513,153.1546592301167,,,,,,,0.28654847737028455,
 south,2023-03-18,33.47443002806284,192.16665991443082,,,,,,,0.32225063228748396,
 south,2023-03-19,21.998247638894107,127.9217213327882,,,,,,,0.21290259493568148,
 south,2023-03-20,10.438937847645805,136.39011608154829,,,,,,,0.15331954449666468,
 south,2023-03-21,8.917392405125184,107.13150287990844,,,,,,,0.12449262183107837,
 south,2023-03-22,29.26389645479552,341.27418094630394,,,,,,,0.401430211070976,
 south,2023-03-23,39.51899289445441,394.0235233308253,,,,,,,0.495924088705487,
 south,2023-03-24,39.75127820396408,252.6069097537553,,,,,,,0.39953832284957935,
 south,2023-03-25,53.33972371697176,289.2119197736705,,,,,,,0.5017475884215639,
 south,2023-03-26,17.681685536599524,131.94835839208073,,,,,,,0.19124978079824162,
 south,2023-03-27,28.149438442912775,417.7379184764937,,,,,,,0.4479482056065447,
 south,2023-03-28,49.31713103222309,272.5248527222634,,,,,,,0.46744834196929463,
 south,2023-03-29,39.55520436426096,370.9625408727036,,,,,,,0.4801969027334895,
 south,2023-03-30,14.923635814692327,300.2796924868923,,,,,,,0.29193259226127766,
 south,2023-03-31,26.7868458972318,246.5944563999403,,,,,,,0.3219969150782408,
 south,2023-04-01,0.0,58.76738159737954,,,,,,,0.040600689148706945,
 south,2023-04-02,25.14411767437195,403.59866383030453,,,,,,,0.42116762590272994,
 south,2023-04-03,34.24207989670666,296.5692872430907,,,,,,,0.39872482130177256,
 south,2023-04-04,41.56117330817139,355.4200862290035,,,,,,,0.48081422885464686,
 south,2023-04-05,31.888437049803002,310.9401988471111,,,,,,,0.395330037174349,
 south,2023-04-06,35.56285096086668,195.1844082575555,,,,,,,0.3361574021912788,
 south,2023-04-07,14.011850863206902,138.97838398256823,,,,,,,0.17533284191934634,
 south,2023-04-08,54.284653029088226,381.1344381811728,,,,,,,0.5706031533154595,
 south,2023-04-09,31.545681167208386,274.00148165633203,,,,,,,0.3678699094072655,
 south,2023-04-10,53.35713851332832,178.2877472247873,,,,,,,0.4252118562475435,
 south,2023-04-11,51.122095155964416,256.5436209658328,,,,,,,0.46662470451710847,
 south,2023-04-12,26.406778813872418,265.816190019905,,,,,,,0.33312521617857493,
 south,2023-04-13,17.646701991910092,170.99001320700526,,,,,,,0.21802450333195197,
 south,2023-04-14,59.612692274646506,416.2435148013704,,,,,,,0.6250193576419245,
 south,2023-04-15,41.86841667710745,362.9262622048511,,,,,,,0.487739237523782,
 south,2023-04-16,18.995774693041948,51.93718645481613,,,,,,,0.1434110153096962,
 south,2023-04-17,9.023929925859253,73.85445304646477,,,,,,,0.10210554320534804,
 south,2023-04-18,52.725451872162836,329.2845124767837,,,,,,,0.5259553871885525,
 south,2023-04-19,35.33789750319765,303.84458312516705,,,,,,,0.40995419251740695,
 south,2023-04-20,23.743359308845676,119.86898075873704,,,,,,,0.21721771745911553,
 south,2023-04-21,7.921259064704744,1.2785763502697556,,,,,,,0.0457230897926071,
 south,2023-04-22,40.148539813280536,184.8638919840153,,,,,,,0.35498539864708256,
 south,2023-04-23,13.09848605391877,137.20012838471015,,,,,,,0.16893402525467122,
 south,2023-04-24,27.41769343165544,349.9770701149663,,,,,,,0.3969920110799998,
 south,2023-04-25,28.20334776253771,123.58200194170169,,,,,,,0.24502952977427161,
 south,2023-04-26,16.24581484197186,298.99042967339557,,,,,,,0.29852631773582744,
 south,2023-04-27,26.584403773672417,384.2805578043833,,,,,,,0.41597431055587647,
 south,2023-04-28,13.561712158935531,80.29179569769711,,,,,,,0.13223987679398158,
 south,2023-04-29,34.21893654103523,289.6665324694139,,,,,,,0.3938248998341749,
 south,2023-04-30,27.942821921730715,71.12869579222482,,,,,,,0.20731629834732515,
 south,2023-05-01,40.83683075586406,316.1485593173133,,,,,,,0.44958238790596966,
 south,2023-05-02,37.16983236545921,105.27163735766173,,,,,,,0.28313587850615207,
 south,2023-05-03,44.24777699210962,327.9947628848795,,,,,,,0.4770748830516319,
 south,2023-05-04,23.428580562435535,112.0780369828039,,,,,,,0.21005331552549514,
 south,2023-05-05,9.229055889602677,184.98034422038714,,,,,,,0.1800403702682723,
 south,2023-05-06,23.0125507168039,214.26546367485267,,,,,,,0.278296647419768,
 south,2023-05-07,22.07551130629367,219.14319701666906,,,,,,,0.27636224708330803,
 south,2023-05-08,42.7884729858157,363.92623671007635,,,,,,,0.4936382407018399,
